Date,Scale,Price,Category,Place,Selling_Type,Item_Name
2022-07-25,Per kg,215.0,Rice,Narahenpita Economic Centre,Retail,Ponni Samba (imp)
2022-07-26,Per Kg,230.0,Rice,Narahenpita Economic Centre,Retail,Samba
2022-07-26,Per kg,220.0,Rice,Dambulla,Retail,Kekulu (White)
2022-07-26,Per Kg,230.0,Rice,Maradagahamula,Wholesale,Samba
2022-07-26,Per kg,200.0,Rice,Pettah,Retail,Nadu (imp)
2022-07-26,Per Kg,220.0,Rice,Narahenpita Economic Centre,Retail,Nadu
2022-07-26,Per kg,210.0,Rice,Narahenpita Economic Centre,Retail,Nadu (imp)
2022-07-26,Per Kg,240.0,Rice,Dambulla,Wholesale,Samba
2022-07-26,Per kg,215.0,Rice,Narahenpita Economic Centre,Retail,Ponni Samba (imp)
2022-07-26,Per kg,195.0,Rice,Narahenpita Economic Centre,Retail,Kekulu (White) (imp)
2022-07-26,Per kg,200.0,Rice,Pettah,Retail,Ponni Samba (imp)
2022-07-26,Per Kg,220.0,Rice,Maradagahamula,Wholesale,Nadu
2022-07-26,Per kg,230.0,Rice,Dambulla,Retail,Nadu
2022-07-26,Per kg,178.0,Rice,Pettah,Wholesale,Kekulu (White) (imp)
2022-07-26,Per kg,190.0,Rice,Maradagahamula,Wholesale,Kekulu (White) (imp)
2022-07-26,Per kg,193.0,Rice,Pettah,Wholesale,Ponni Samba (imp)
2022-07-26,Per kg,200.0,Rice,Maradagahamula,Wholesale,Nadu (imp)
2022-07-26,Per kg,193.0,Rice,Pettah,Wholesale,Nadu (imp)
2022-07-26,Per kg,200.0,Rice,Maradagahamula,Wholesale,Ponni Samba (imp)
2022-07-27,Per kg,175.0,Rice,Pettah,Wholesale,Kekulu (White) (imp)
2022-07-27,Per Kg,230.0,Rice,Narahenpita Economic Centre,Retail,Samba
2022-07-27,Per kg,180.0,Rice,Maradagahamula,Wholesale,Kekulu (White) (imp)
2022-07-27,Per Kg,220.0,Rice,Pettah,Wholesale,Kekulu White
2022-07-27,Per Kg,240.0,Rice,Pettah,Wholesale,Samba
2022-07-27,Per kg,188.0,Rice,Pettah,Wholesale,Ponni Samba (imp)
2022-07-27,Per kg,200.0,Rice,Pettah,Retail,Ponni Samba (imp)
2022-07-27,Per Kg,240.0,Rice,Dambulla,Wholesale,Samba
2022-07-27,Per Kg,220.0,Rice,Narahenpita Economic Centre,Retail,Nadu
2022-07-27,Per kg,210.0,Rice,Narahenpita Economic Centre,Retail,Kekulu (White) (imp)
2022-07-27,Per kg,220.0,Rice,Narahenpita Economic Centre,Retail,Nadu (imp)
2022-07-27,Per kg,200.0,Rice,Pettah,Retail,Nadu (imp)
2022-07-27,Per Kg,220.0,Rice,Narahenpita Economic Centre,Retail,Kekulu Red
2022-07-27,Per Kg,230.0,Rice,Narahenpita Economic Centre,Retail,Kekulu White
2022-07-27,Per Kg,220.0,Rice,Pettah,Wholesale,Nadu
2022-07-27,Per kg,200.0,Rice,Maradagahamula,Wholesale,Nadu (imp)
2022-07-27,Per kg,230.0,Rice,Dambulla,Retail,Nadu
2022-07-27,Per kg,187.0,Rice,Pettah,Wholesale,Nadu (imp)
2022-07-27,Per kg,200.0,Rice,Maradagahamula,Wholesale,Ponni Samba (imp)
2022-07-27,Per Kg,220.0,Rice,Maradagahamula,Wholesale,Nadu
2022-07-27,Per Kg,230.0,Rice,Maradagahamula,Wholesale,Samba
2022-07-27,Per kg,220.0,Rice,Dambulla,Retail,Kekulu (White)
2022-07-27,Per kg,220.0,Rice,Narahenpita Economic Centre,Retail,Ponni Samba (imp)
2022-07-28,Per Kg,240.0,Rice,Dambulla,Wholesale,Samba
2022-07-28,Per kg,172.0,Rice,Pettah,Wholesale,Kekulu (White) (imp)
2022-07-28,Per Kg,220.0,Rice,Narahenpita Economic Centre,Retail,Nadu
2022-07-28,Per Kg,220.0,Rice,Maradagahamula,Wholesale,Nadu
2022-07-28,Per kg,200.0,Rice,Maradagahamula,Wholesale,Nadu (imp)
2022-07-28,Per Kg,230.0,Rice,Narahenpita Economic Centre,Retail,Kekulu White
2022-07-28,Per Kg,230.0,Rice,Narahenpita Economic Centre,Retail,Samba
2022-07-28,Per kg,190.0,Rice,Maradagahamula,Wholesale,Kekulu (White) (imp)
2022-07-28,Per Kg,240.0,Rice,Pettah,Wholesale,Samba
2022-07-28,Per kg,220.0,Rice,Narahenpita Economic Centre,Retail,Nadu (imp)
2022-07-28,Per kg,200.0,Rice,Maradagahamula,Wholesale,Ponni Samba (imp)
2022-07-28,Per kg,230.0,Rice,Dambulla,Retail,Nadu
2022-07-28,Per kg,185.0,Rice,Pettah,Wholesale,Nadu (imp)
2022-07-28,Per Kg,220.0,Rice,Pettah,Wholesale,Kekulu White
2022-07-28,Per kg,200.0,Rice,Pettah,Retail,Nadu (imp)
2022-07-28,Per kg,230.0,Rice,Dambulla,Retail,Kekulu (White)
2022-07-28,Per kg,210.0,Rice,Narahenpita Economic Centre,Retail,Kekulu (White) (imp)
2022-07-28,Per Kg,220.0,Rice,Pettah,Wholesale,Nadu
2022-07-28,Per kg,200.0,Rice,Pettah,Retail,Ponni Samba (imp)
2022-07-28,Per kg,220.0,Rice,Narahenpita Economic Centre,Retail,Ponni Samba (imp)
2022-07-28,Per Kg,220.0,Rice,Narahenpita Economic Centre,Retail,Kekulu Red
2022-07-28,Per Kg,230.0,Rice,Maradagahamula,Wholesale,Samba
2022-07-28,Per kg,187.0,Rice,Pettah,Wholesale,Ponni Samba (imp)
2022-07-29,Per kg,200.0,Rice,Pettah,Retail,Ponni Samba (imp)
2022-07-29,Per Kg,230.0,Rice,Narahenpita Economic Centre,Retail,Samba
2022-07-29,Per Kg,220.0,Rice,Pettah,Wholesale,Kekulu White
2022-07-29,Per Kg,240.0,Rice,Dambulla,Wholesale,Samba
2022-07-29,Per Kg,240.0,Rice,Pettah,Wholesale,Samba
2022-07-29,Per kg,187.0,Rice,Pettah,Wholesale,Ponni Samba (imp)
2022-07-29,Per kg,205.0,Rice,Narahenpita Economic Centre,Retail,Ponni Samba (imp)
2022-07-29,Per kg,190.0,Rice,Maradagahamula,Wholesale,Kekulu (White) (imp)
2022-07-29,Per kg,183.0,Rice,Pettah,Wholesale,Nadu (imp)
2022-07-29,Per kg,200.0,Rice,Pettah,Retail,Nadu (imp)
2022-07-29,Per kg,230.0,Rice,Dambulla,Retail,Kekulu (White)
2022-07-29,Per kg,190.0,Rice,Narahenpita Economic Centre,Retail,Kekulu (White) (imp)
2022-07-29,Per Kg,220.0,Rice,Pettah,Wholesale,Nadu
2022-07-29,Per Kg,230.0,Rice,Maradagahamula,Wholesale,Samba
2022-07-29,Per kg,230.0,Rice,Dambulla,Retail,Nadu
2022-07-29,Per kg,200.0,Rice,Maradagahamula,Wholesale,Ponni Samba (imp)
2022-07-29,Per Kg,220.0,Rice,Narahenpita Economic Centre,Retail,Nadu
2022-07-29,Per Kg,220.0,Rice,Maradagahamula,Wholesale,Nadu
2022-07-29,Per kg,170.0,Rice,Pettah,Wholesale,Kekulu (White) (imp)
2022-07-29,Per kg,200.0,Rice,Maradagahamula,Wholesale,Nadu (imp)
2022-07-29,Per kg,210.0,Rice,Narahenpita Economic Centre,Retail,Nadu (imp)
2022-08-01,Per kg,188.0,Rice,Pettah,Wholesale,Ponni Samba (imp)
2022-08-01,Per Kg,240.0,Rice,Pettah,Wholesale,Samba
2022-08-01,Per kg,183.0,Rice,Pettah,Wholesale,Nadu (imp)
2022-08-01,Per kg,170.0,Rice,Pettah,Wholesale,Kekulu (White) (imp)
2022-08-01,Per kg,230.0,Rice,Dambulla,Retail,Nadu
2022-08-01,Per kg,200.0,Rice,Maradagahamula,Wholesale,Nadu (imp)
2022-08-01,Per kg,220.0,Rice,Dambulla,Retail,Kekulu (White)
2022-08-01,Per Kg,220.0,Rice,Pettah,Wholesale,Kekulu White
2022-08-01,Per kg,200.0,Rice,Pettah,Retail,Nadu (imp)
2022-08-01,Per kg,200.0,Rice,Maradagahamula,Wholesale,Ponni Samba (imp)
2022-08-01,Per Kg,240.0,Rice,Dambulla,Wholesale,Samba
2022-08-01,Per kg,200.0,Rice,Pettah,Retail,Ponni Samba (imp)
2022-08-01,Per Kg,220.0,Rice,Pettah,Wholesale,Nadu
2022-08-01,Per kg,185.0,Rice,Maradagahamula,Wholesale,Kekulu (White) (imp)
2022-08-01,Per kg,205.0,Rice,Narahenpita Economic Centre,Retail,Ponni Samba (imp)
2022-08-01,Per Kg,230.0,Rice,Maradagahamula,Wholesale,Samba
2022-08-01,Per Kg,220.0,Rice,Maradagahamula,Wholesale,Nadu
2022-08-01,Per kg,210.0,Rice,Narahenpita Economic Centre,Retail,Nadu (imp)
2022-08-01,Per kg,185.0,Rice,Narahenpita Economic Centre,Retail,Kekulu (White) (imp)
2022-08-02,Per kg,187.0,Rice,Pettah,Wholesale,Ponni Samba (imp)
2022-08-02,Per kg,220.0,Rice,Dambulla,Retail,Kekulu (White)
2022-08-02,Per kg,185.0,Rice,Narahenpita Economic Centre,Retail,Kekulu (White) (imp)
2022-08-02,Per Kg,220.0,Rice,Narahenpita Economic Centre,Retail,Nadu
2022-08-02,Per kg,200.0,Rice,Maradagahamula,Wholesale,Ponni Samba (imp)
2022-08-02,Per Kg,240.0,Rice,Pettah,Wholesale,Kekulu Red
2022-08-02,Per kg,200.0,Rice,Maradagahamula,Wholesale,Nadu (imp)
2022-08-02,Per Kg,240.0,Rice,Dambulla,Wholesale,Samba
2022-08-02,Per kg,200.0,Rice,Pettah,Retail,Ponni Samba (imp)
2022-08-02,Per kg,185.0,Rice,Maradagahamula,Wholesale,Kekulu (White) (imp)
2022-08-02,Per kg,230.0,Rice,Dambulla,Retail,Nadu
2022-08-02,Per kg,200.0,Rice,Narahenpita Economic Centre,Retail,Nadu (imp)
2022-08-02,Per Kg,220.0,Rice,Pettah,Wholesale,Nadu
2022-08-02,Per kg,188.0,Rice,Pettah,Wholesale,Nadu (imp)
2022-08-02,Per Kg,230.0,Rice,Narahenpita Economic Centre,Retail,Samba
2022-08-02,Per Kg,228.0,Rice,Maradagahamula,Wholesale,Samba
2022-08-02,Per Kg,220.0,Rice,Pettah,Wholesale,Kekulu White
2022-08-02,Per kg,200.0,Rice,Pettah,Retail,Nadu (imp)
2022-08-02,Per Kg,218.0,Rice,Maradagahamula,Wholesale,Nadu
2022-08-02,Per kg,168.0,Rice,Pettah,Wholesale,Kekulu (White) (imp)
2022-08-02,Per kg,200.0,Rice,Narahenpita Economic Centre,Retail,Ponni Samba (imp)
2022-08-02,Per Kg,240.0,Rice,Pettah,Wholesale,Samba
2022-08-03,Per kg,200.0,Rice,Pettah,Retail,Ponni Samba (imp)
2022-08-03,Per kg,195.0,Rice,Narahenpita Economic Centre,Retail,Kekulu (White) (imp)
2022-08-03,Per kg,230.0,Rice,Dambulla,Retail,Nadu
2022-08-03,Per kg,170.0,Rice,Maradagahamula,Wholesale,Kekulu (White) (imp)
2022-08-03,Per Kg,220.0,Rice,Pettah,Wholesale,Nadu
2022-08-03,Per kg,173.0,Rice,Pettah,Wholesale,Kekulu (White) (imp)
2022-08-03,Per Kg,218.0,Rice,Maradagahamula,Wholesale,Nadu
2022-08-03,Per kg,188.0,Rice,Pettah,Wholesale,Nadu (imp)
2022-08-03,Per Kg,240.0,Rice,Dambulla,Wholesale,Samba
2022-08-03,Per Kg,220.0,Rice,Pettah,Wholesale,Kekulu White
2022-08-03,Per kg,188.0,Rice,Pettah,Wholesale,Ponni Samba (imp)
2022-08-03,Per kg,200.0,Rice,Maradagahamula,Wholesale,Ponni Samba (imp)
2022-08-03,Per Kg,240.0,Rice,Pettah,Wholesale,Samba
2022-08-03,Per kg,200.0,Rice,Narahenpita Economic Centre,Retail,Nadu (imp)
2022-08-03,Per Kg,225.0,Rice,Maradagahamula,Wholesale,Samba
2022-08-03,Per kg,180.0,Rice,Maradagahamula,Wholesale,Nadu (imp)
2022-08-03,Per kg,200.0,Rice,Pettah,Retail,Nadu (imp)
2022-08-03,Per kg,200.0,Rice,Narahenpita Economic Centre,Retail,Ponni Samba (imp)
2022-08-03,Per kg,220.0,Rice,Dambulla,Retail,Kekulu (White)
2022-08-03,Per Kg,220.0,Rice,Pettah,Wholesale,Kekulu Red
2022-08-04,Per kg,188.0,Rice,Pettah,Wholesale,Nadu (imp)
2022-08-04,Per kg,200.0,Rice,Pettah,Retail,Ponni Samba (imp)
2022-08-04,Per Kg,225.0,Rice,Maradagahamula,Wholesale,Samba
2022-08-04,Per kg,170.0,Rice,Maradagahamula,Wholesale,Kekulu (White) (imp)
2022-08-04,Per kg,220.0,Rice,Dambulla,Retail,Kekulu (White)
2022-08-04,Per Kg,240.0,Rice,Dambulla,Wholesale,Samba
2022-08-04,Per Kg,220.0,Rice,Pettah,Wholesale,Nadu
2022-08-04,Per kg,230.0,Rice,Dambulla,Retail,Nadu
2022-08-04,Per kg,177.0,Rice,Pettah,Wholesale,Kekulu (White) (imp)
2022-08-04,Per kg,190.0,Rice,Pettah,Wholesale,Ponni Samba (imp)
2022-08-04,Per Kg,215.0,Rice,Maradagahamula,Wholesale,Nadu
2022-08-04,Per kg,200.0,Rice,Narahenpita Economic Centre,Retail,Ponni Samba (imp)
2022-08-04,Per kg,175.0,Rice,Maradagahamula,Wholesale,Nadu (imp)
2022-08-04,Per kg,200.0,Rice,Narahenpita Economic Centre,Retail,Nadu (imp)
2022-08-04,Per Kg,220.0,Rice,Pettah,Wholesale,Kekulu Red
2022-08-04,Per kg,200.0,Rice,Pettah,Retail,Nadu (imp)
2022-08-04,Per kg,190.0,Rice,Maradagahamula,Wholesale,Ponni Samba (imp)
2022-08-04,Per Kg,220.0,Rice,Pettah,Wholesale,Kekulu White
2022-08-04,Per Kg,240.0,Rice,Pettah,Wholesale,Samba
2022-08-04,Per kg,195.0,Rice,Narahenpita Economic Centre,Retail,Kekulu (White) (imp)
2022-08-05,Per Kg,220.0,Rice,Pettah,Wholesale,Nadu
2022-08-05,Per Kg,225.0,Rice,Maradagahamula,Wholesale,Samba
2022-08-05,Per Kg,220.0,Rice,Pettah,Wholesale,Kekulu White
2022-08-05,Per Kg,215.0,Rice,Maradagahamula,Wholesale,Nadu
2022-08-05,Per kg,195.0,Rice,Narahenpita Economic Centre,Retail,Kekulu (White) (imp)
2022-08-05,Per kg,210.0,Rice,Pettah,Retail,Ponni Samba (imp)
2022-08-05,Per kg,180.0,Rice,Maradagahamula,Wholesale,Ponni Samba (imp)
2022-08-05,Per kg,235.0,Rice,Dambulla,Retail,Nadu
2022-08-05,Per kg,225.0,Rice,Dambulla,Retail,Kekulu (White)
2022-08-05,Per Kg,220.0,Rice,Pettah,Wholesale,Kekulu Red
2022-08-05,Per kg,165.0,Rice,Maradagahamula,Wholesale,Kekulu (White) (imp)
2022-08-05,Per kg,210.0,Rice,Narahenpita Economic Centre,Retail,Ponni Samba (imp)
2022-08-05,Per kg,190.0,Rice,Pettah,Wholesale,Nadu (imp)
2022-08-05,Per kg,170.0,Rice,Maradagahamula,Wholesale,Nadu (imp)
2022-08-05,Per Kg,240.0,Rice,Pettah,Wholesale,Samba
2022-08-05,Per kg,200.0,Rice,Narahenpita Economic Centre,Retail,Nadu (imp)
2022-08-05,Per kg,210.0,Rice,Pettah,Retail,Nadu (imp)
2022-08-05,Per kg,193.0,Rice,Pettah,Wholesale,Ponni Samba (imp)
2022-08-05,Per Kg,240.0,Rice,Dambulla,Wholesale,Samba
2022-08-05,Per kg,175.0,Rice,Pettah,Wholesale,Kekulu (White) (imp)
2022-08-08,Per Kg,215.0,Rice,Maradagahamula,Wholesale,Nadu
2022-08-08,Per Kg,220.0,Rice,Pettah,Wholesale,Nadu
2022-08-08,Per kg,200.0,Rice,Pettah,Retail,Nadu (imp)
2022-08-08,Per kg,200.0,Rice,Narahenpita Economic Centre,Retail,Kekulu (White) (imp)
2022-08-08,Per kg,225.0,Rice,Dambulla,Retail,Kekulu (White)
2022-08-08,Per Kg,220.0,Rice,Pettah,Wholesale,Kekulu White
2022-08-08,Per Kg,240.0,Rice,Pettah,Wholesale,Samba
2022-08-08,Per Kg,240.0,Rice,Dambulla,Wholesale,Samba
2022-08-08,Per kg,235.0,Rice,Dambulla,Retail,Nadu
2022-08-08,Per Kg,220.0,Rice,Pettah,Wholesale,Kekulu Red
2022-08-08,Per Kg,225.0,Rice,Maradagahamula,Wholesale,Samba
2022-08-08,Per kg,177.0,Rice,Pettah,Wholesale,Kekulu (White) (imp)
2022-08-08,Per kg,190.0,Rice,Maradagahamula,Wholesale,Ponni Samba (imp)
2022-08-08,Per kg,185.0,Rice,Maradagahamula,Wholesale,Kekulu (White) (imp)
2022-08-08,Per kg,200.0,Rice,Pettah,Retail,Ponni Samba (imp)
2022-08-08,Per kg,190.0,Rice,Maradagahamula,Wholesale,Nadu (imp)
2022-08-08,Per kg,183.0,Rice,Pettah,Wholesale,Nadu (imp)
2022-08-08,Per kg,190.0,Rice,Pettah,Wholesale,Ponni Samba (imp)
2022-08-09,Per kg,190.0,Rice,Pettah,Wholesale,Ponni Samba (imp)
2022-08-09,Per kg,177.0,Rice,Pettah,Wholesale,Kekulu (White) (imp)
2022-08-09,Per kg,210.0,Rice,Narahenpita Economic Centre,Retail,Ponni Samba (imp)
2022-08-09,Per Kg,215.0,Rice,Pettah,Wholesale,Nadu
2022-08-09,Per kg,190.0,Rice,Maradagahamula,Wholesale,Nadu (imp)
2022-08-09,Per Kg,215.0,Rice,Pettah,Wholesale,Kekulu Red
2022-08-09,Per kg,185.0,Rice,Maradagahamula,Wholesale,Kekulu (White) (imp)
2022-08-09,Per kg,190.0,Rice,Maradagahamula,Wholesale,Ponni Samba (imp)
2022-08-09,Per kg,225.0,Rice,Dambulla,Retail,Kekulu (White)
2022-08-09,Per kg,185.0,Rice,Pettah,Wholesale,Nadu (imp)
2022-08-09,Per kg,200.0,Rice,Pettah,Retail,Ponni Samba (imp)
2022-08-09,Per kg,230.0,Rice,Dambulla,Retail,Nadu
2022-08-09,Per Kg,228.0,Rice,Maradagahamula,Wholesale,Samba
2022-08-09,Per Kg,240.0,Rice,Dambulla,Wholesale,Samba
2022-08-09,Per Kg,215.0,Rice,Pettah,Wholesale,Kekulu White
2022-08-09,Per Kg,245.0,Rice,Pettah,Wholesale,Samba
2022-08-09,Per kg,200.0,Rice,Narahenpita Economic Centre,Retail,Kekulu (White) (imp)
2022-08-09,Per kg,200.0,Rice,Pettah,Retail,Nadu (imp)
2022-08-09,Per kg,205.0,Rice,Narahenpita Economic Centre,Retail,Nadu (imp)
2022-08-09,Per Kg,218.0,Rice,Maradagahamula,Wholesale,Nadu
2022-08-10,Per Kg,230.0,Rice,Narahenpita Economic Centre,Retail,Kekulu White
2022-08-10,Per Kg,228.0,Rice,Maradagahamula,Wholesale,Samba
2022-08-10,Per kg,200.0,Rice,Narahenpita Economic Centre,Retail,Ponni Samba (imp)
2022-08-10,Per Kg,235.0,Rice,Narahenpita Economic Centre,Retail,Samba
2022-08-10,Per kg,230.0,Rice,Dambulla,Retail,Nadu
2022-08-10,Per Kg,215.0,Rice,Pettah,Wholesale,Nadu
2022-08-10,Per kg,185.0,Rice,Pettah,Wholesale,Nadu (imp)
2022-08-10,Per kg,200.0,Rice,Pettah,Retail,Nadu (imp)
2022-08-10,Per kg,180.0,Rice,Maradagahamula,Wholesale,Kekulu (White) (imp)
2022-08-10,Per Kg,210.0,Rice,Pettah,Wholesale,Kekulu White
2022-08-10,Per kg,200.0,Rice,Narahenpita Economic Centre,Retail,Nadu (imp)
2022-08-10,Per Kg,240.0,Rice,Narahenpita Economic Centre,Retail,Kekulu Red
2022-08-10,Per Kg,245.0,Rice,Pettah,Wholesale,Samba
2022-08-10,Per kg,225.0,Rice,Dambulla,Retail,Kekulu (White)
2022-08-10,Per kg,200.0,Rice,Pettah,Retail,Ponni Samba (imp)
2022-08-10,Per Kg,218.0,Rice,Maradagahamula,Wholesale,Nadu
2022-08-10,Per kg,190.0,Rice,Maradagahamula,Wholesale,Ponni Samba (imp)
2022-08-10,Per Kg,240.0,Rice,Dambulla,Wholesale,Samba
2022-08-10,Per kg,195.0,Rice,Narahenpita Economic Centre,Retail,Kekulu (White) (imp)
2022-08-10,Per Kg,230.0,Rice,Narahenpita Economic Centre,Retail,Nadu
2022-08-10,Per Kg,225.0,Rice,Pettah,Wholesale,Kekulu Red
2022-08-10,Per kg,190.0,Rice,Maradagahamula,Wholesale,Nadu (imp)
2022-08-10,Per kg,190.0,Rice,Pettah,Wholesale,Ponni Samba (imp)
2022-08-10,Per kg,175.0,Rice,Pettah,Wholesale,Kekulu (White) (imp)
2022-08-12,Per kg,205.0,Rice,Narahenpita Economic Centre,Retail,Ponni Samba (imp)
2022-08-12,Per Kg,260.0,Rice,Narahenpita Economic Centre,Retail,Kekulu Red
2022-08-12,Per kg,225.0,Rice,Dambulla,Retail,Kekulu (White)
2022-08-12,Per kg,200.0,Rice,Pettah,Retail,Ponni Samba (imp)
2022-08-12,Per Kg,220.0,Rice,Pettah,Wholesale,Nadu
2022-08-12,Per kg,195.0,Rice,Maradagahamula,Wholesale,Nadu (imp)
2022-08-12,Per kg,182.0,Rice,Pettah,Wholesale,Nadu (imp)
2022-08-12,Per kg,230.0,Rice,Dambulla,Retail,Nadu
2022-08-12,Per Kg,215.0,Rice,Maradagahamula,Wholesale,Nadu
2022-08-12,Per kg,173.0,Rice,Pettah,Wholesale,Kekulu (White) (imp)
2022-08-12,Per kg,195.0,Rice,Maradagahamula,Wholesale,Ponni Samba (imp)
2022-08-12,Per Kg,240.0,Rice,Dambulla,Wholesale,Samba
2022-08-12,Per Kg,225.0,Rice,Maradagahamula,Wholesale,Samba
2022-08-12,Per kg,187.0,Rice,Pettah,Wholesale,Ponni Samba (imp)
2022-08-12,Per Kg,230.0,Rice,Narahenpita Economic Centre,Retail,Samba
2022-08-12,Per Kg,215.0,Rice,Pettah,Wholesale,Kekulu White
2022-08-12,Per Kg,230.0,Rice,Pettah,Wholesale,Samba
2022-08-12,Per Kg,210.0,Rice,Narahenpita Economic Centre,Retail,Kekulu White
2022-08-12,Per kg,205.0,Rice,Narahenpita Economic Centre,Retail,Nadu (imp)
2022-08-12,Per kg,200.0,Rice,Pettah,Retail,Nadu (imp)
2022-08-12,Per kg,200.0,Rice,Narahenpita Economic Centre,Retail,Kekulu (White) (imp)
2022-08-12,Per kg,185.0,Rice,Maradagahamula,Wholesale,Kekulu (White) (imp)
2022-08-12,Per Kg,220.0,Rice,Narahenpita Economic Centre,Retail,Nadu
2022-08-12,Per Kg,215.0,Rice,Pettah,Wholesale,Kekulu Red
2022-08-15,Per kg,205.0,Rice,Narahenpita Economic Centre,Retail,Ponni Samba (imp)
2022-08-15,Per Kg,215.0,Rice,Pettah,Wholesale,Nadu
2022-08-15,Per Kg,222.0,Rice,Pettah,Wholesale,Samba
2022-08-15,Per kg,195.0,Rice,Maradagahamula,Wholesale,Ponni Samba (imp)
2022-08-15,Per kg,220.0,Rice,Dambulla,Retail,Kekulu (White)
2022-08-15,Per kg,195.0,Rice,Maradagahamula,Wholesale,Nadu (imp)
2022-08-15,Per kg,180.0,Rice,Maradagahamula,Wholesale,Kekulu (White) (imp)
2022-08-15,Per Kg,210.0,Rice,Pettah,Wholesale,Kekulu Red
2022-08-15,Per kg,230.0,Rice,Dambulla,Retail,Nadu
2022-08-15,Per kg,187.0,Rice,Pettah,Wholesale,Ponni Samba (imp)
2022-08-15,Per kg,170.0,Rice,Pettah,Wholesale,Kekulu (White) (imp)
2022-08-15,Per kg,195.0,Rice,Narahenpita Economic Centre,Retail,Nadu (imp)
2022-08-15,Per Kg,240.0,Rice,Dambulla,Wholesale,Samba
2022-08-15,Per Kg,210.0,Rice,Pettah,Wholesale,Kekulu White
2022-08-15,Per kg,205.0,Rice,Pettah,Retail,Nadu (imp)
2022-08-15,Per kg,200.0,Rice,Narahenpita Economic Centre,Retail,Kekulu (White) (imp)
2022-08-15,Per Kg,215.0,Rice,Maradagahamula,Wholesale,Nadu
2022-08-15,Per Kg,220.0,Rice,Dambulla,Wholesale,Kekulu red
2022-08-15,Per kg,205.0,Rice,Pettah,Retail,Ponni Samba (imp)
2022-08-15,Per kg,183.0,Rice,Pettah,Wholesale,Nadu (imp)
2022-08-15,Per Kg,225.0,Rice,Maradagahamula,Wholesale,Samba
2022-08-16,Per kg,195.0,Rice,Narahenpita Economic Centre,Retail,Kekulu (White) (imp)
2022-08-16,Per Kg,220.0,Rice,Dambulla,Wholesale,Kekulu red
2022-08-16,Per Kg,210.0,Rice,Maradagahamula,Wholesale,Nadu
2022-08-16,Per Kg,218.0,Rice,Pettah,Wholesale,Nadu
2022-08-16,Per kg,195.0,Rice,Maradagahamula,Wholesale,Nadu (imp)
2022-08-16,Per Kg,213.0,Rice,Pettah,Wholesale,Kekulu White
2022-08-16,Per kg,169.0,Rice,Pettah,Wholesale,Kekulu (White) (imp)
2022-08-16,Per kg,187.0,Rice,Pettah,Wholesale,Ponni Samba (imp)
2022-08-16,Per Kg,240.0,Rice,Dambulla,Wholesale,Samba
2022-08-16,Per kg,195.0,Rice,Maradagahamula,Wholesale,Ponni Samba (imp)
2022-08-16,Per kg,180.0,Rice,Maradagahamula,Wholesale,Kekulu (White) (imp)
2022-08-16,Per kg,195.0,Rice,Narahenpita Economic Centre,Retail,Nadu (imp)
2022-08-16,Per kg,230.0,Rice,Dambulla,Retail,Nadu
2022-08-16,Per kg,177.0,Rice,Pettah,Wholesale,Nadu (imp)
2022-08-16,Per kg,205.0,Rice,Pettah,Retail,Ponni Samba (imp)
2022-08-16,Per Kg,208.0,Rice,Maradagahamula,Wholesale,Kekulu White
2022-08-16,Per kg,220.0,Rice,Dambulla,Retail,Kekulu (White)
2022-08-16,Per Kg,220.0,Rice,Maradagahamula,Wholesale,Samba
2022-08-16,Per kg,198.0,Rice,Pettah,Retail,Nadu (imp)
2022-08-16,Per Kg,213.0,Rice,Pettah,Wholesale,Kekulu Red
2022-08-16,Per kg,205.0,Rice,Narahenpita Economic Centre,Retail,Ponni Samba (imp)
2022-08-16,Per Kg,223.0,Rice,Pettah,Wholesale,Samba
2022-08-17,Per kg,195.0,Rice,Maradagahamula,Wholesale,Ponni Samba (imp)
2022-08-17,Per kg,195.0,Rice,Narahenpita Economic Centre,Retail,Kekulu (White) (imp)
2022-08-17,Per kg,220.0,Rice,Dambulla,Retail,Kekulu (White)
2022-08-17,Per Kg,205.0,Rice,Maradagahamula,Wholesale,Nadu
2022-08-17,Per kg,185.0,Rice,Pettah,Wholesale,Ponni Samba (imp)
2022-08-17,Per kg,205.0,Rice,Pettah,Retail,Ponni Samba (imp)
2022-08-17,Per Kg,240.0,Rice,Dambulla,Wholesale,Samba
2022-08-17,Per kg,198.0,Rice,Pettah,Retail,Nadu (imp)
2022-08-17,Per kg,195.0,Rice,Narahenpita Economic Centre,Retail,Nadu (imp)
2022-08-17,Per kg,165.0,Rice,Pettah,Wholesale,Kekulu (White) (imp)
2022-08-17,Per kg,195.0,Rice,Maradagahamula,Wholesale,Nadu (imp)
2022-08-17,Per kg,180.0,Rice,Maradagahamula,Wholesale,Kekulu (White) (imp)
2022-08-17,Per Kg,223.0,Rice,Pettah,Wholesale,Samba
2022-08-17,Per kg,230.0,Rice,Dambulla,Retail,Nadu
2022-08-17,Per kg,177.0,Rice,Pettah,Wholesale,Nadu (imp)
2022-08-17,Per Kg,218.0,Rice,Pettah,Wholesale,Nadu
2022-08-17,Per Kg,213.0,Rice,Pettah,Wholesale,Kekulu White
2022-08-17,Per Kg,220.0,Rice,Dambulla,Wholesale,Kekulu red
2022-08-17,Per Kg,208.0,Rice,Maradagahamula,Wholesale,Kekulu White
